Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
11.6,74.58,66.47,55.52,28.21
11.62,74.63,68.93,56.12,27.2
11.63,74.65,66.62,56.06,28.0
11.65,74.65,69.09,56.29,26.99
11.67,74.61,65.94,55.31,27.89
11.68,74.54,68.37,55.77,28.11
11.7,74.69,68.98,56.47,27.15
11.72,74.66,66.39,54.56,28.01
11.73,74.54,68.81,54.98,27.68
11.75,74.54,67.09,55.51,28.6
11.77,74.47,69.5,55.98,26.0
11.78,74.41,64.27,56.47,27.41
11.8,74.53,66.75,54.72,28.22
11.82,74.47,69.18,55.19,26.88
11.83,74.51,65.59,55.77,27.82
11.85,74.45,68.02,56.25,28.65
11.87,74.47,70.39,55.53,24.78
11.88,74.7,60.65,56.3,25.88
11.9,74.59,63.06,55.19,26.84
11.92,74.57,65.5,55.71,27.74
11.93,74.7,67.99,56.38,28.82
11.95,74.51,70.38,54.78,25.01
11.97,74.55,60.62,55.36,25.74
11.98,74.59,63.08,55.94,26.83
12.0,74.53,65.51,56.41,27.83
