Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
11.6,74.65,64.46,56.42,27.37
11.62,74.52,66.87,54.68,28.5
11.63,74.65,69.34,55.34,26.39
11.65,74.68,64.94,55.91,27.72
11.67,74.71,67.39,56.48,28.73
11.68,74.53,69.76,54.37,26.05
11.7,74.63,63.2,55.01,26.81
11.72,74.63,65.65,55.54,27.66
11.73,74.62,68.11,56.07,28.55
11.75,74.61,70.0,56.25,25.31
11.77,74.52,62.18,55.42,26.55
11.78,74.68,64.67,56.11,27.19
11.8,74.73,67.16,56.15,28.37
11.82,74.72,69.61,55.91,26.42
11.83,74.6,63.73,56.32,27.05
11.85,74.59,66.18,55.2,28.04
11.87,74.61,68.64,55.76,27.77
11.88,74.59,67.8,56.28,28.82
11.9,74.73,70.28,55.53,24.94
11.92,74.53,60.98,55.86,25.84
11.93,74.8,63.52,56.68,27.0
11.95,74.6,65.9,53.53,27.83
11.97,74.66,68.38,54.12,27.99
11.98,74.64,68.89,54.65,27.28
12.0,74.56,66.75,55.1,28.39
