Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
11.6,74.65,62.23,56.92,11.87
11.62,74.58,67.94,53.39,12.87
11.63,74.59,73.68,54.66,8.87
11.65,74.59,50.23,55.92,9.82
11.67,74.68,55.96,57.26,10.83
11.68,74.68,61.67,52.06,11.78
11.7,74.61,67.37,53.25,12.87
11.72,74.65,73.07,54.53,9.26
11.73,74.46,52.72,55.6,10.26
11.75,74.55,58.46,56.95,11.22
11.77,74.58,64.2,53.37,12.21
11.78,74.51,69.92,54.56,11.5
11.8,74.63,65.84,55.94,12.46
11.82,74.74,71.63,57.32,10.25
11.83,74.64,58.72,51.71,11.24
11.85,74.75,64.5,53.08,12.29
11.87,74.62,70.17,54.21,11.34
11.88,74.57,64.75,55.42,12.37
11.9,74.61,70.47,56.71,11.06
11.92,74.65,63.57,54.38,12.22
11.93,74.73,69.27,55.71,12.08
11.95,74.74,68.42,56.96,12.57
11.97,74.6,71.96,53.16,10.01
11.98,74.73,57.44,54.56,11.03
12.0,74.62,63.14,55.7,12.0
