Tiempo (h),Nivel_Total,Nivel_Agua,Nivel_Petroleo,Resid
11.6,74.72,67.12,56.64,12.66
11.62,74.6,72.85,54.5,9.38
11.63,74.59,53.71,55.75,10.29
11.65,74.48,59.48,56.93,11.39
11.67,74.62,65.26,53.56,12.31
11.68,74.58,71.03,54.79,10.78
11.7,74.52,61.15,55.98,11.76
11.72,74.68,66.9,57.39,12.69
11.73,74.52,72.58,51.36,9.61
11.75,74.67,54.85,52.77,10.52
11.77,74.53,60.59,53.91,11.54
11.78,74.57,66.36,55.21,12.71
11.8,74.59,72.04,56.48,9.88
11.82,74.58,57.11,55.28,11.01
11.83,74.47,62.79,56.43,12.06
11.85,74.65,68.54,55.65,12.39
11.87,74.55,71.53,56.82,10.33
11.88,74.64,59.19,53.97,11.34
11.9,74.66,64.93,55.26,12.31
11.92,74.68,70.68,56.54,10.93
11.93,74.54,62.64,54.89,12.02
11.95,74.46,68.31,56.07,12.57
11.97,74.69,72.57,57.21,9.59
11.98,74.49,54.8,52.07,10.64
12.0,74.57,60.52,53.39,11.64
